datetime,pair,close,return,ma7,ma30,vol7
2025-01-01,BTCUSDT,94591.79,,,,
2025-01-02,BTCUSDT,96984.79,0.025298178626284695,,,
2025-01-03,BTCUSDT,98174.18,0.012263675572221189,,,
2025-01-04,BTCUSDT,98220.5,0.0004718144831972193,,,
2025-01-05,BTCUSDT,98363.61,0.0014570278098766654,,,
2025-01-06,BTCUSDT,102235.6,0.039364049367443865,,,
2025-01-07,BTCUSDT,96954.61,-0.05165509861535522,97932.15428571428,,
2025-01-08,BTCUSDT,95060.61,-0.01953491432743626,97999.12857142856,,0.029954796506685363
2025-01-09,BTCUSDT,92552.49,-0.026384429891623817,97365.94285714287,,0.029358348317153005
2025-01-10,BTCUSDT,94726.11,0.02348526765730452,96873.36142857143,,0.030810645747170025
2025-01-11,BTCUSDT,94599.99,-0.0013314174940783907,96356.14571428571,,0.030767851040984413
2025-01-12,BTCUSDT,94545.06,-0.0005806554525006336,95810.63857142857,,0.030706788987703546
2025-01-13,BTCUSDT,94536.1,-9.476962625010188e-05,94710.70999999999,,0.02405704232273329
2025-01-14,BTCUSDT,96560.86,0.021417849900725594,94654.46,,0.01865853852989667
2025-01-15,BTCUSDT,100497.35,0.04076693186038316,95431.13714285716,,0.021991618625308105
2025-01-16,BTCUSDT,99987.3,-0.005075258203325772,96493.25285714286,,0.01740597018771496
2025-01-17,BTCUSDT,104077.48,0.04090699518838892,97829.16285714286,,0.020433181747156418
2025-01-18,BTCUSDT,104556.23,0.0045999384304846735,99251.48285714285,,0.019818952993576246
2025-01-19,BTCUSDT,101331.57,-0.030841395103859304,100220.9842857143,,0.0260069170489109
2025-01-20,BTCUSDT,102260.01,0.009162396279856155,101324.40000000001,,0.025626383667692963
2025-01-21,BTCUSDT,106143.82,0.03797975376689289,102693.39428571428,,0.02739168844193303
2025-01-22,BTCUSDT,103706.66,-0.022960922265658046,103151.86714285714,,0.02757467455209941
2025-01-23,BTCUSDT,103910.34,0.0019640011547956693,103712.30142857145,,0.027280257042735748
2025-01-24,BTCUSDT,104870.5,0.009240273874573157,103825.59,,0.022742256569706413
2025-01-25,BTCUSDT,104746.85,-0.0011790732379457491,103852.82142857143,,0.022707632137777423
2025-01-26,BTCUSDT,102620.0,-0.020304667873067395,104036.88285714286,,0.020530125996298644
2025-01-27,BTCUSDT,102082.83,-0.0052345546677060595,104011.57142857143,,0.02041217321706235
2025-01-28,BTCUSDT,101335.52,-0.0073206238502596666,103324.67142857143,,0.011629709878504172
2025-01-29,BTCUSDT,103733.24,0.023661199942527578,103328.46857142857,,0.013806137479943754
2025-01-30,BTCUSDT,104722.94,0.00954081835292131,103444.55428571429,99956.298,0.01426438461331618
2025-01-31,BTCUSDT,102429.56,-0.021899499765762886,103095.84857142856,100217.557,0.016079388469158136
2025-02-01,BTCUSDT,100635.65,-0.01751359666096397,102508.53428571428,100339.25233333332,0.016893729874328856
2025-02-02,BTCUSDT,97700.59,-0.029165211334154395,101805.76142857142,100323.46600000001,0.018441763036717216
2025-02-03,BTCUSDT,101328.52,0.03713314320824468,101698.00285714286,100427.06666666668,0.024885882698554337
2025-02-04,BTCUSDT,97763.13,-0.03518644109279401,101187.66142857143,100407.05066666666,0.0281220882398672
2025-02-05,BTCUSDT,96612.43,-0.011770285996367091,100170.40285714286,100219.61166666665,0.025186106438671103
2025-02-06,BTCUSDT,96554.35,-0.0006011648811647952,99003.46142857142,100206.26966666666,0.02415622860711423
2025-02-07,BTCUSDT,96506.8,-0.0004924687494659574,98157.35285714285,100254.47600000001,0.023942761017516776
2025-02-08,BTCUSDT,96444.74,-0.0006430634939713631,97558.65142857144,100384.21766666666,0.0237001569627095
2025-02-09,BTCUSDT,96462.75,0.00018673905907151678,97381.81714285715,100442.10566666667,0.02136222633499099
2025-02-10,BTCUSDT,97430.82,0.010035687350816946,96825.00285714286,100536.46666666669,0.01453135415019086
2025-02-11,BTCUSDT,95778.2,-0.016961983897908373,96541.44142857144,100577.57133333334,0.008845484100234795
2025-02-12,BTCUSDT,97869.99,0.021839938524633062,96721.09285714287,100688.70100000002,0.011838824418624582
2025-02-13,BTCUSDT,96608.14,-0.0128931248485874,96728.77714285713,100690.277,0.013115933976643377
2025-02-14,BTCUSDT,97500.48,0.009236695789816451,96870.73142857142,100590.38133333334,0.013544610575559406
2025-02-15,BTCUSDT,97569.66,0.0007095349684433927,97031.43428571428,100509.79333333332,0.01351784824435913
2025-02-16,BTCUSDT,96118.12,-0.014876960727340904,96982.20142857141,100244.48133333333,0.014930804540757894
2025-02-17,BTCUSDT,95780.0,-0.0035177550289164916,96746.37,99951.94033333333,0.01421103634863926
2025-02-18,BTCUSDT,95671.74,-0.0011302986009604776,96731.16142857142,99763.27933333332,0.012675137427389216
2025-02-19,BTCUSDT,96644.37,0.01016632497746972,96556.07285714286,99576.09133333333,0.009736105255199282
2025-02-20,BTCUSDT,98305.0,0.017182894357943512,96798.48142857144,99314.79733333334,0.010601018192398642
2025-02-21,BTCUSDT,96181.98,-0.02159625654849706,96610.12428571428,99063.97466666666,0.013392213376318716
2025-02-22,BTCUSDT,96551.01,0.0038367893861199764,96464.60285714285,98818.66366666667,0.01354375661703935
2025-02-23,BTCUSDT,96258.0,-0.003034768875022631,96484.58571428573,98531.58033333333,0.012261510145544328
2025-02-24,BTCUSDT,91552.88,-0.04888030085811046,95880.71142857142,98091.78133333333,0.02239689858931556
2025-02-25,BTCUSDT,88680.4,-0.0313750916410277,94881.94857142857,97627.128,0.02410619197922886
2025-02-26,BTCUSDT,84250.09,-0.04995816437454048,93111.33714285716,97032.70333333332,0.02612991884228979
2025-02-27,BTCUSDT,84708.58,0.005442011990729023,91168.99142857143,96478.472,0.023672720896654533
2025-02-28,BTCUSDT,84349.94,-0.0042338096093689215,89478.69999999998,95832.362,0.02447092233393579
2025-03-01,BTCUSDT,86064.53,0.02032710396711601,87980.63142857142,95210.41500000001,0.027557853100492108
2025-03-02,BTCUSDT,94270.0,0.09534090292481712,87696.63142857143,94938.42966666668,0.05065357147578715
2025-03-03,BTCUSDT,86220.61,-0.08538654927336375,86934.87857142858,94457.92833333333,0.057687065152400796
2025-03-04,BTCUSDT,87281.98,0.012309933784973248,86735.10428571429,94110.64133333332,0.056984525288701446
2025-03-05,BTCUSDT,90606.01,0.038083806073143656,87643.09285714287,93753.22433333333,0.053983873394592125
2025-03-06,BTCUSDT,89931.89,-0.007440124556858829,88389.28000000001,93492.18299999999,0.054450230046078074
2025-03-07,BTCUSDT,86801.75,-0.034805673493573885,88739.53857142858,93165.16033333333,0.05693807854860139
2025-03-08,BTCUSDT,86222.45,-0.006673828580645025,88762.09857142856,92820.76366666667,0.056679410018224526
2025-03-09,BTCUSDT,80734.37,-0.0636502442229373,86828.43714285713,92295.016,0.043098297895175455
2025-03-10,BTCUSDT,78595.86,-0.026488223045525672,85739.18714285713,91700.05333333333,0.033023143722431
2025-03-11,BTCUSDT,82932.99,0.055182677560879245,85117.90285714285,91249.06133333333,0.04135267223269992
2025-03-12,BTCUSDT,83680.12,0.009008839546240877,84128.48999999999,90790.70466666666,0.03739403269740725
